15
300 5000
29 249 1
102 52 4
44 84 4
179 273 3
165 3 6
104 50 1
26 101 6
164 133 6
84 37 3
151 235 2
34 150 6
200 167 2
14 195 7
197 235 6
70 158 1
273 233 4
48 280 4
278 20 6
80 232 3
85 115 5
297 296 5
126 46 6
5 140 1
41 44 7
52 244 5
251 36 3
91 144 1
6 16 1
189 136 7
239 123 1
50 119 6
218 265 5
85 78 5
185 93 2
44 259 4
280 60 5
167 18 2
160 300 4
115 237 5
87 45 7
111 223 4
57 13 4
117 38 6
4 161 6
59 5 1
143 106 7
149 1 6
142 224 3
194 251 5
217 151 1
62 54 6
5 299 5
67 88 6
154 42 3
274 163 7
293 87 4
285 154 6
20 29 2
151 181 2
264 111 3
269 126 7
98 104 2
150 60 1
294 31 7
21 22 4
131 196 7
83 126 7
121 249 2
223 65 4
24 150 2
107 64 3
142 100 5
136 176 7
271 32 4
18 56 3
48 18 1
66 277 7
90 220 4
277 294 1
137 213 5
26 50 5
52 112 3
119 102 3
18 98 2
299 221 2
164 16 1
257 40 2
215 262 6
18 102 6
117 154 5
40 106 7
51 179 3
296 234 6
82 285 6
15 277 4
129 236 7
199 164 2
3 294 7
288 159 3
18 87 6
168 257 6
14 188 3
82 102 2
162 300 4
81 29 7
228 117 7
35 210 5
201 46 5
24 38 6
75 77 6
209 208 6
85 8 1
47 244 6
186 298 1
233 196 5
39 62 1
148 179 2
223 38 4
55 215 2
265 109 2
170 10 5
45 297 3
213 52 1
261 263 2
199 105 1
203 108 1
60 184 2
54 6 1
76 83 6
285 188 5
219 198 1
190 179 1
16 32 3
119 167 4
25 156 4
5 23 3
32 222 7
273 135 1
6 19 7
150 67 7
186 26 4
124 46 1
8 79 1
250 244 2
196 188 3
59 127 7
262 246 2
208 2 2
121 88 6
288 228 3
152 238 5
87 127 5
31 5 6
154 269 4
289 252 2
49 121 7
59 93 1
254 176 6
34 245 6
255 65 5
234 82 5
70 131 4
4 160 4
198 291 7
142 21 7
214 34 7
296 154 2
71 276 5
225 166 2
29 290 1
299 226 6
276 186 6
153 84 7
35 171 6
58 210 4
41 40 4
132 13 2
179 146 2
4 226 6
196 44 6
73 231 3
37 93 1
29 213 7
43 261 2
1 146 5
26 52 5
26 223 5
298 35 6
41 13 2
129 242 2
247 45 5
160 15 2
131 89 2
124 189 4
177 75 1
234 207 6
170 193 2
81 93 1
63 142 7
135 153 3
179 164 1
26 212 2
46 10 1
282 97 4
267 195 7
211 54 5
168 258 6
36 92 3
215 257 5
215 87 2
49 144 6
212 131 5
81 201 2
36 224 2
183 38 5
7 267 2
87 42 3
88 52 5
233 57 1
207 148 7
103 25 6
169 88 3
188 1 3
219 231 3
182 207 3
57 213 7
300 91 2
227 258 4
103 270 2
155 85 2
152 207 1
273 299 2
73 110 6
252 56 6
140 274 3
36 295 2
154 259 3
54 42 1
246 184 5
122 142 5
176 257 1
289 12 7
90 93 3
62 101 7
23 41 2
197 60 2
157 191 3
156 294 7
287 127 4
289 60 5
35 202 7
288 142 3
67 60 5
202 75 4
282 295 3
52 39 6
209 193 4
174 71 3
271 230 6
197 59 1
236 6 7
35 57 1
263 299 1
220 34 6
72 16 5
299 148 4
146 53 6
121 255 7
129 167 6
87 221 1
10 168 1
136 127 4
191 134 3
280 26 6
103 139 1
191 224 4
279 109 2
201 131 7
97 2 7
128 20 1
96 251 1
187 240 3
20 129 2
122 252 3
214 98 1
44 147 7
122 300 1
103 162 2
224 121 3
224 291 4
46 182 2
95 127 6
274 218 3
242 200 6
20 254 1
239 266 7
239 63 5
30 226 5
160 259 4
97 194 5
238 90 1
269 232 3
10 143 6
98 142 6
217 152 4
184 237 1
51 148 6
192 35 4
36 232 4
51 39 4
272 152 2
32 188 4
1 31 3
80 105 4
67 191 6
98 198 7
136 66 2
128 289 2
77 87 2
3 69 7
286 213 3
207 157 1
54 112 3
293 223 1
133 296 6
73 208 4
217 67 1
177 282 7
192 191 7
276 167 4
118 20 6
193 173 3
69 110 2
299 18 2
132 257 6
13 252 4
189 212 1
105 113 7
84 16 6
178 300 6
1 8 3
97 61 6
6 28 7
282 73 1
60 269 7
19 88 6
153 234 4
285 241 2
251 165 6
137 160 5
243 65 5
68 103 6
203 206 1
213 166 2
73 53 7
250 131 6
16 115 1
264 138 5
124 205 2
186 49 2
223 216 1
242 93 4
160 299 7
70 55 2
223 266 3
62 276 2
273 72 6
40 182 2
138 213 1
156 66 4
15 228 6
146 267 6
279 96 6
102 26 4
24 110 7
132 105 3
71 1 3
234 162 6
148 124 6
89 220 1
4 225 6
228 148 6
120 297 2
41 252 4
2 276 7
72 61 2
215 276 5
242 284 5
255 300 7
226 66 6
115 117 3
12 224 3
275 299 6
209 2 4
142 171 1
72 230 5
212 111 6
280 56 6
285 223 1
67 280 3
299 263 6
211 231 2
248 241 7
89 114 4
13 97 3
294 282 7
296 215 1
147 42 5
192 194 4
190 140 4
258 16 2
62 6 7
259 220 5
215 201 3
182 143 5
18 78 6
153 88 6
266 238 5
120 119 2
297 106 2
279 219 6
56 136 4
93 300 5
69 193 2
255 292 4
285 65 3
286 186 5
165 155 5
80 23 5
87 96 7
99 187 3
238 82 4
298 6 7
142 284 2
59 201 5
210 17 4
51 123 7
279 291 6
12 148 4
31 217 7
137 138 4
121 69 1
30 216 2
293 6 1
266 248 6
276 109 3
281 153 6
194 119 4
60 197 4
62 21 4
167 54 6
243 6 3
69 140 3
255 73 1
74 11 6
267 154 1
130 159 5
190 26 1
133 8 5
280 190 3
163 235 7
215 138 2
171 264 2
96 64 3
143 259 1
282 278 6
214 69 7
217 249 6
254 223 3
286 282 2
272 123 6
178 196 4
84 204 5
63 298 5
200 155 6
19 101 5
174 180 6
238 224 2
293 274 4
76 39 3
29 85 6
284 175 2
109 58 3
280 272 7
298 291 6
118 182 2
291 214 7
92 194 3
208 188 5
112 265 1
234 251 2
201 229 5
207 211 6
165 1 5
105 48 3
26 124 1
12 246 6
54 144 4
229 189 7
200 267 7
49 247 7
167 190 7
266 271 4
215 34 1
237 235 7
111 252 2
135 210 3
255 256 6
104 78 1
62 188 5
163 57 4
18 120 5
207 268 6
217 46 4
208 82 1
213 165 4
237 121 1
172 213 6
115 269 6
168 72 4
24 99 2
242 97 7
202 152 2
101 127 3
43 152 1
25 125 2
117 269 2
296 246 4
148 82 4
142 191 4
211 123 5
193 151 6
263 294 5
205 286 4
39 54 3
28 272 3
37 274 6
37 260 2
251 77 2
105 109 2
51 2 4
38 107 3
138 207 1
80 177 5
16 170 3
222 58 6
75 26 7
191 128 1
226 44 1
265 110 1
223 247 4
4 176 3
300 61 7
221 31 3
211 74 7
188 229 3
276 272 5
28 190 5
183 31 2
67 160 3
176 214 4
232 83 7
285 66 3
35 222 1
126 50 6
43 52 7
99 93 4
75 244 4
261 204 6
20 64 7
3 70 4
47 6 4
180 94 6
65 62 6
93 74 1
267 153 5
171 280 6
258 264 2
296 173 7
92 177 4
227 144 4
196 154 7
203 270 1
244 228 5
254 284 4
289 253 3
65 201 3
252 287 2
98 201 7
35 19 6
23 295 5
291 79 4
73 88 6
106 291 6
273 195 3
162 239 4
273 151 6
224 298 5
36 135 4
282 240 7
185 221 6
184 85 6
116 91 6
144 204 7
100 62 5
220 75 2
158 62 3
6 78 5
19 259 3
133 187 5
133 6 7
181 283 5
166 13 6
28 56 7
269 51 7
193 35 3
150 17 5
192 171 7
37 7 5
85 206 6
289 272 6
183 2 5
33 284 4
142 172 4
199 145 6
280 104 3
106 148 3
193 80 3
221 214 4
221 297 6
9 147 3
245 247 1
215 239 1
145 111 3
250 10 4
138 182 3
267 69 1
124 165 6
256 118 1
273 278 5
229 249 6
222 1 4
247 3 2
149 37 5
86 28 2
238 72 2
266 159 5
40 245 5
10 158 3
253 202 7
275 189 4
182 289 2
123 226 2
4 187 7
45 199 5
268 181 1
30 18 5
266 35 5
292 18 3
124 56 5
71 247 2
127 225 4
92 217 2
2 136 4
148 219 4
255 21 7
207 231 4
286 82 5
64 82 6
190 24 5
269 73 4
213 59 2
168 189 5
252 253 6
300 209 6
131 223 2
187 76 4
24 28 5
13 200 4
46 200 4
51 277 4
51 77 6
4 112 2
265 101 3
22 160 5
32 232 4
202 209 5
42 11 5
196 65 5
182 80 4
69 16 4
240 143 2
32 84 4
128 14 3
222 122 1
75 242 1
276 10 4
281 229 6
133 191 3
179 201 6
265 103 4
207 180 2
196 134 7
299 78 1
122 187 4
271 121 5
283 130 3
298 145 1
181 273 7
189 274 4
169 168 1
283 23 5
188 131 4
138 32 3
32 193 5
167 15 5
28 18 3
288 3 1
28 165 4
92 86 6
218 35 6
196 278 6
55 108 3
51 198 5
37 289 4
172 210 3
241 175 2
80 52 6
60 209 1
136 32 6
7 85 7
73 232 6
182 111 1
100 99 1
215 221 1
198 101 7
13 290 4
299 27 4
172 24 1
281 275 2
275 237 6
25 169 7
16 196 2
212 160 7
288 253 6
136 283 3
90 186 4
164 291 4
229 149 2
107 151 3
207 184 7
141 248 5
98 134 2
287 73 2
83 189 3
157 8 7
103 78 6
140 175 2
221 65 7
26 6 1
273 250 6
192 188 3
149 38 2
79 298 4
201 224 3
205 65 2
225 280 1
152 228 7
271 242 4
278 136 1
256 110 2
233 122 7
110 72 2
276 224 2
46 142 4
19 216 3
300 157 3
193 204 3
179 68 1
12 50 5
22 243 1
167 271 6
26 166 7
214 15 2
275 18 4
258 133 3
179 192 1
260 198 1
235 74 6
17 156 7
170 78 2
33 95 7
228 11 2
84 191 1
164 192 3
174 8 6
89 12 4
95 267 1
223 6 5
7 287 4
195 125 7
180 115 1
186 157 3
124 240 4
271 277 4
299 20 1
188 132 6
224 148 3
120 102 5
221 241 2
146 127 3
192 300 6
294 86 7
143 220 6
127 82 5
292 151 1
147 42 1
94 89 6
279 221 7
93 40 1
251 50 5
86 159 6
133 139 2
249 34 2
300 132 2
214 7 4
129 199 1
263 109 7
169 269 4
75 199 7
37 216 6
234 78 4
23 32 7
25 237 6
30 293 7
95 249 5
246 238 2
24 52 2
275 52 1
24 250 6
146 300 1
254 137 3
85 226 1
284 260 6
295 193 3
287 248 2
4 103 2
10 215 5
31 274 7
150 247 5
269 9 7
160 147 3
28 10 5
168 52 2
163 171 7
153 149 2
265 19 4
168 26 1
92 176 4
158 41 3
112 216 4
222 7 1
265 76 4
35 283 7
29 81 5
241 206 3
291 255 4
108 4 6
79 221 2
240 223 3
101 234 1
20 164 6
272 177 2
77 147 2
241 288 3
137 281 7
25 17 1
50 170 4
247 33 4
31 17 3
125 296 4
198 30 2
238 110 6
75 85 7
107 249 4
192 104 3
224 177 5
261 85 7
148 116 6
197 170 4
278 86 3
88 193 4
50 214 4
114 41 4
196 119 3
99 173 5
211 10 2
256 149 7
295 252 6
111 12 7
297 187 2
50 150 1
77 101 6
167 242 4
45 1 7
98 71 3
268 121 6
98 120 4
236 154 1
68 158 2
80 58 7
34 10 1
229 178 3
255 230 2
268 101 2
209 148 2
66 213 2
45 13 5
207 60 1
183 300 4
211 219 1
166 26 7
129 260 4
178 31 3
180 9 7
232 150 6
260 177 2
251 57 3
240 144 3
4 17 5
179 96 3
185 65 1
39 278 3
214 59 4
192 130 6
122 65 1
102 214 5
10 168 5
208 163 5
62 251 1
295 229 7
78 191 1
2 111 3
271 74 3
33 77 4
41 225 5
112 192 5
267 249 4
256 204 6
290 210 4
33 91 5
235 5 6
213 142 7
51 225 1
247 115 7
63 252 1
112 168 5
22 234 5
80 198 1
22 182 6
134 218 5
287 180 1
215 127 4
24 144 6
206 157 6
212 18 6
284 89 7
287 89 5
196 151 7
58 237 5
103 216 7
162 256 6
172 233 5
185 221 1
258 153 3
267 297 6
210 198 4
76 32 7
72 130 2
290 56 7
52 31 2
275 5 2
232 204 3
219 18 2
35 297 5
8 42 5
30 159 7
212 67 7
131 84 1
72 59 6
136 135 1
153 194 4
200 190 7
225 174 6
97 7 4
146 95 3
59 87 2
261 148 1
270 222 5
199 230 4
162 149 4
165 238 4
108 88 5
119 69 4
26 38 3
14 260 2
256 198 5
65 27 6
255 56 2
106 98 7
86 139 4
28 78 1
50 41 2
90 37 4
90 243 3
74 246 2
17 47 3
156 131 7
78 197 2
135 86 7
271 211 1
132 7 6
116 200 5
74 284 4
136 3 5
19 140 2
261 255 3
204 108 3
44 120 5
219 17 3
30 269 3
237 118 2
22 252 4
191 62 6
269 99 6
251 174 7
8 144 4
216 209 7
235 246 5
114 133 6
60 54 1
58 210 1
268 178 1
186 102 3
142 237 4
142 146 1
167 187 5
123 188 6
125 69 4
7 74 3
32 202 1
9 184 4
300 124 4
242 55 2
244 167 3
293 218 4
179 285 4
254 225 6
48 190 3
141 42 5
22 12 2
277 244 6
111 137 3
150 208 5
201 100 1
9 184 2
218 78 3
53 88 6
80 246 7
190 22 3
186 86 2
177 105 3
287 143 5
248 128 5
45 248 5
19 93 1
41 185 4
2 29 3
155 62 4
17 120 2
232 300 2
106 155 5
158 87 5
284 209 6
145 211 6
11 286 4
300 80 4
20 177 5
275 197 3
30 233 7
187 143 4
240 209 5
124 91 6
173 63 1
28 208 1
277 49 7
278 185 2
128 46 2
98 218 6
277 181 4
281 111 5
227 116 1
245 91 2
242 21 3
22 295 6
103 144 3
96 142 2
138 51 6
13 34 6
83 223 4
212 61 7
91 153 5
68 212 7
266 282 1
154 18 5
141 183 6
126 277 5
202 194 7
170 299 2
245 185 4
86 70 1
68 152 4
14 220 5
293 170 1
207 26 5
39 74 1
9 73 6
33 289 1
241 182 6
162 295 3
196 103 1
288 10 2
131 11 6
69 264 6
225 138 1
4 105 5
39 214 6
53 109 7
104 78 7
36 76 4
52 57 2
240 133 2
89 269 6
20 25 7
228 225 1
146 157 4
108 7 2
47 255 5
86 93 2
96 223 3
139 4 2
175 284 3
171 286 5
202 259 7
189 264 6
122 116 2
82 287 7
145 12 2
93 244 3
272 138 6
90 172 7
158 13 1
237 277 3
245 240 3
211 268 6
256 158 4
94 222 2
124 126 7
59 76 5
25 246 3
95 188 4
240 65 3
287 242 1
76 275 3
191 48 3
295 67 2
135 297 7
243 39 4
174 176 5
283 245 6
152 191 7
34 128 1
245 240 7
108 156 2
290 174 4
35 203 7
286 285 1
69 142 6
214 62 2
143 167 5
5 263 1
57 37 7
98 296 2
27 9 7
270 118 7
38 146 6
28 17 4
65 63 5
176 49 4
292 105 2
196 4 5
8 251 3
134 184 6
285 163 2
87 250 5
298 152 3
257 41 7
95 244 6
204 76 4
248 41 4
100 210 2
56 43 3
186 255 4
265 73 5
101 208 6
234 287 7
263 91 7
135 225 1
266 166 5
224 91 6
79 115 6
205 56 7
235 26 5
5 221 2
208 159 4
216 219 2
131 277 2
175 222 2
133 207 2
89 83 1
76 1 3
207 203 5
173 245 1
211 263 5
2 223 4
202 207 2
95 267 3
167 56 1
76 242 3
160 206 5
195 275 6
155 34 2
205 26 7
29 11 7
202 109 2
166 40 7
103 117 3
157 126 3
217 32 7
157 170 2
138 67 6
76 182 6
212 138 4
171 296 6
148 251 1
122 216 1
198 19 3
40 18 4
46 14 2
123 206 3
38 270 5
52 111 4
56 224 3
109 158 2
276 181 1
94 289 2
115 18 3
121 100 5
227 39 2
6 156 2
159 180 6
178 95 1
69 174 3
88 291 5
179 9 1
249 255 1
146 96 5
220 291 6
45 80 2
97 255 2
158 195 4
88 136 6
256 275 7
258 61 7
168 291 4
139 140 3
291 66 5
193 37 6
69 142 6
139 1 6
293 95 5
129 245 7
177 133 4
293 238 1
151 19 2
170 106 3
125 263 7
120 205 6
294 11 4
230 234 2
51 257 1
35 211 6
47 238 5
159 70 2
140 296 6
130 101 2
88 277 3
159 7 2
247 101 1
76 25 6
136 30 1
196 78 4
69 245 3
113 262 1
218 11 1
60 84 7
272 251 5
29 123 3
116 163 1
56 40 1
18 204 1
255 204 2
142 7 1
261 103 7
62 28 5
13 59 2
101 222 1
11 162 1
297 71 3
57 199 2
283 275 4
26 168 5
219 51 5
179 294 2
133 221 1
100 187 5
169 204 7
276 230 4
160 117 7
60 273 3
176 4 2
147 117 6
41 46 5
10 170 1
147 83 2
75 45 5
155 180 5
213 228 4
65 229 7
259 60 6
271 243 5
167 123 7
143 148 5
265 241 3
19 165 5
50 169 5
265 124 3
123 292 6
249 71 5
41 242 3
15 243 5
40 213 1
117 165 7
253 168 6
140 249 4
95 100 7
85 245 2
71 213 7
91 42 5
46 262 6
116 226 3
233 88 2
221 4 2
288 21 4
216 38 6
214 262 1
114 280 4
294 100 5
122 6 7
65 11 1
275 294 1
85 4 4
298 248 7
1 117 3
182 78 2
155 146 5
27 299 2
250 286 6
267 55 5
258 178 6
279 232 2
151 219 5
241 97 5
93 175 4
202 29 5
263 271 4
297 67 5
26 168 6
147 286 6
46 184 5
73 94 7
116 151 5
85 113 5
143 177 5
93 130 2
170 86 7
8 35 4
13 182 7
274 136 2
201 60 2
276 192 6
242 235 5
161 91 3
76 139 2
233 149 7
264 97 5
216 282 4
80 287 7
22 75 5
132 130 2
286 197 3
173 272 6
10 146 4
209 32 5
272 116 2
164 19 7
178 267 7
248 295 4
65 204 2
39 90 6
257 34 3
270 150 1
131 63 6
152 273 3
213 167 7
117 52 1
227 54 6
191 114 2
274 152 6
30 62 7
89 260 6
1 72 3
87 175 1
233 176 4
191 91 6
216 124 2
178 193 3
248 156 5
289 32 7
27 131 7
169 182 6
229 84 3
210 19 6
236 185 1
278 80 2
120 269 4
184 40 3
54 53 3
93 107 7
37 71 2
141 51 1
187 219 5
142 94 2
179 274 4
114 220 1
113 233 3
29 267 6
286 124 6
253 262 6
193 190 3
119 254 7
261 86 5
65 53 3
209 289 3
37 238 4
193 79 6
130 281 5
47 67 1
8 166 4
5 119 1
242 129 4
216 245 2
273 10 1
23 53 1
259 185 1
27 209 6
29 64 1
162 222 4
256 118 2
184 163 6
63 62 7
127 247 6
45 283 4
196 183 1
124 54 3
175 270 6
143 99 2
115 103 5
219 3 2
174 124 6
285 7 2
56 177 6
152 211 6
201 144 3
240 74 1
164 218 1
299 184 4
167 22 4
294 125 5
80 34 7
8 83 3
46 196 7
191 91 3
212 98 5
233 71 2
254 117 3
18 191 6
206 58 6
300 174 2
265 36 2
294 229 1
139 191 1
17 187 7
45 113 3
94 128 7
215 169 3
161 182 3
113 129 5
196 72 7
193 71 3
295 83 5
85 71 4
64 117 4
264 227 5
261 289 6
230 109 3
282 111 4
269 57 4
14 292 1
164 230 7
92 250 5
50 19 4
272 168 1
217 168 5
151 56 3
158 42 7
211 137 1
135 80 7
131 85 7
171 8 3
160 153 1
255 118 7
194 155 1
122 216 3
89 82 6
2 220 6
135 45 1
25 7 2
288 246 7
10 255 7
179 134 3
84 250 4
101 232 4
264 135 3
150 251 1
39 245 2
124 46 2
175 17 7
123 234 4
285 243 3
294 186 6
11 226 4
229 62 5
72 246 6
121 280 3
195 1 4
203 88 2
228 161 4
245 149 7
91 162 5
25 44 5
16 141 6
106 243 4
114 298 5
90 106 6
151 131 3
128 96 2
79 254 3
19 85 2
173 206 4
8 134 2
88 243 2
115 55 6
140 183 7
252 2 1
231 289 7
235 155 5
114 60 1
156 91 6
226 152 5
169 268 5
61 264 3
129 233 5
70 152 7
296 43 6
196 169 5
177 236 4
57 170 1
289 209 6
143 234 3
89 108 7
134 254 1
72 170 4
232 211 3
244 136 6
122 150 6
203 123 3
57 299 4
200 296 5
69 25 6
247 260 2
285 16 7
141 49 5
107 34 5
116 182 7
275 270 1
188 160 3
155 107 4
105 81 4
252 221 2
275 185 5
281 107 2
188 205 7
184 37 1
20 101 7
47 48 7
279 4 6
244 157 3
106 171 2
201 245 3
161 140 6
236 262 2
79 166 1
191 50 1
21 201 1
175 27 2
76 101 1
34 38 3
101 56 7
119 203 2
40 211 3
47 31 7
270 219 3
201 232 4
232 250 5
225 278 2
246 171 1
39 74 5
66 42 7
265 45 6
166 76 2
224 196 3
218 224 7
281 77 6
162 212 3
96 140 3
155 265 3
29 163 3
20 10 7
296 83 7
242 251 3
71 145 5
235 98 4
183 85 7
192 222 7
127 230 3
174 150 7
221 299 5
290 95 1
269 67 2
167 200 7
253 39 1
257 225 1
274 60 1
261 167 6
224 166 5
116 150 1
3 230 7
134 275 2
219 108 2
297 271 5
188 264 4
289 286 2
62 131 5
77 16 1
246 196 3
153 50 5
206 143 2
119 96 4
70 299 2
299 218 2
47 38 2
124 295 4
2 105 4
16 131 1
175 200 6
188 232 2
222 40 6
218 42 4
142 141 5
248 104 7
209 109 4
88 278 2
64 117 2
187 193 5
60 19 6
199 129 5
205 184 4
103 146 2
88 175 1
186 23 3
150 185 3
14 111 6
259 78 6
74 98 6
201 67 5
137 44 1
282 33 6
92 56 1
199 175 3
103 273 6
123 290 2
195 253 4
163 83 5
262 217 3
23 69 1
190 71 5
93 106 3
230 207 3
253 175 4
11 112 1
283 234 1
12 124 2
280 221 5
11 92 5
68 183 2
202 67 6
285 200 4
280 75 7
153 266 1
295 206 4
153 141 1
264 181 2
179 16 1
91 1 3
123 49 3
160 181 3
225 52 7
103 104 5
138 65 2
80 30 3
38 97 6
82 254 2
77 300 2
142 268 4
46 92 3
123 246 3
199 284 7
140 133 6
55 137 4
274 24 3
206 1 5
93 40 5
9 187 3
214 195 1
293 161 1
33 256 1
241 290 2
207 287 3
163 9 1
112 189 1
152 142 5
239 56 1
107 150 1
126 125 2
184 191 4
138 292 2
157 280 5
247 116 3
199 218 5
267 246 2
215 64 7
145 163 1
104 44 7
180 36 6
103 198 1
111 98 1
226 287 1
274 96 7
151 269 6
199 290 2
74 31 3
92 175 4
157 64 5
28 132 6
79 12 7
204 281 6
36 235 2
110 176 5
126 184 4
82 270 1
34 171 7
236 255 3
179 13 7
172 7 1
106 207 3
14 274 5
280 271 5
169 114 2
279 54 4
10 18 2
38 258 3
144 129 3
100 142 7
163 29 5
194 169 1
284 193 7
77 90 5
198 2 1
103 247 5
78 225 5
242 119 3
193 189 2
137 293 5
248 69 4
248 192 4
70 223 2
292 76 4
63 202 7
259 230 5
162 36 2
251 212 4
207 266 4
267 68 4
252 148 4
171 269 1
174 163 4
117 151 5
62 217 6
61 266 5
257 203 3
72 248 7
86 100 7
115 92 1
160 207 7
21 135 1
253 257 4
227 104 6
248 108 7
76 167 2
221 160 2
71 26 4
180 46 2
12 56 2
30 113 7
99 40 6
240 211 3
157 138 7
128 290 2
247 73 1
140 109 1
99 271 2
204 36 7
60 137 3
154 79 2
147 40 6
109 141 3
236 290 4
243 99 3
168 269 1
87 32 3
164 85 2
289 298 3
95 63 6
199 158 7
268 99 5
9 192 4
91 225 7
102 228 7
269 84 3
256 248 2
100 71 6
12 268 1
169 20 7
126 2 1
222 10 5
105 124 5
189 29 6
161 40 5
139 2 4
262 132 4
264 140 6
151 69 7
245 195 6
108 174 4
254 197 1
269 291 5
60 64 1
29 201 7
263 148 1
150 60 2
253 1 6
118 246 3
273 83 5
158 80 4
111 151 6
21 39 3
63 100 1
262 212 1
216 283 5
153 242 7
166 279 3
222 144 3
232 164 2
214 255 1
6 217 6
67 118 3
65 116 1
79 78 6
67 203 5
195 288 6
258 179 3
128 289 6
159 9 7
49 15 5
99 54 4
232 197 7
22 56 3
240 1 3
24 150 3
87 288 3
106 48 4
63 296 3
96 222 1
46 28 2
56 159 2
104 299 2
279 229 3
15 100 7
146 191 4
115 27 6
66 102 5
1 40 1
98 39 7
203 188 2
206 231 4
275 177 2
205 124 2
53 95 5
183 124 7
294 120 7
232 254 5
215 206 5
162 22 2
283 53 1
76 101 3
195 296 5
17 94 6
7 10 5
297 12 3
9 138 5
132 69 3
285 98 6
135 153 6
232 67 2
84 114 7
206 275 3
120 64 3
37 110 6
135 148 2
261 13 6
31 126 5
190 163 6
62 76 2
155 285 6
102 100 2
36 156 4
207 170 7
14 122 6
139 25 3
274 216 5
49 177 4
103 201 5
161 73 7
12 201 4
281 40 7
171 10 4
119 25 4
251 191 2
47 11 2
108 140 2
166 210 7
31 219 4
172 163 1
105 143 6
34 290 3
265 209 1
102 85 5
244 73 2
106 97 1
49 266 1
186 29 6
287 239 4
126 102 3
24 114 2
58 235 2
44 115 3
274 245 2
136 292 5
222 253 6
215 296 1
132 57 2
96 272 6
227 126 4
176 110 1
159 11 7
287 165 5
105 186 5
227 230 5
275 124 2
139 248 1
109 229 3
189 72 7
98 202 5
267 263 5
231 107 6
179 255 4
108 104 7
250 249 6
279 106 3
80 298 7
56 299 5
182 242 5
149 132 4
180 19 1
237 284 6
85 74 6
57 109 5
241 2 7
26 185 2
259 100 1
53 159 7
275 256 5
40 25 1
279 248 3
119 170 2
14 193 1
96 15 1
299 34 3
264 219 1
261 293 4
280 27 4
283 127 6
184 264 1
96 154 6
62 202 5
226 118 5
139 194 1
32 285 3
59 107 3
153 145 4
167 36 2
151 225 2
296 188 7
76 138 4
204 81 6
2 63 1
234 141 5
235 113 4
262 188 7
43 287 1
273 148 6
256 280 5
35 206 1
297 56 4
241 196 6
201 140 2
238 98 5
135 215 4
130 54 4
1 72 4
229 213 5
151 289 2
166 284 2
198 144 4
222 254 5
186 198 2
165 173 7
144 281 2
113 37 4
280 2 7
34 267 1
1 122 5
15 207 3
2 246 7
279 254 6
228 138 7
5 217 6
138 262 2
143 275 5
144 105 1
170 17 7
296 3 7
172 125 4
201 259 7
299 293 2
242 154 5
199 191 7
145 246 3
158 280 7
251 87 2
250 81 1
193 200 7
213 87 3
235 290 5
38 278 5
199 171 1
241 276 7
242 9 2
186 132 4
11 205 2
11 8 1
10 94 4
240 205 2
253 10 6
196 195 5
135 49 4
16 176 2
24 156 1
5 187 2
284 245 2
294 134 5
69 207 2
254 249 7
85 257 3
147 297 1
51 81 2
50 58 6
243 277 5
175 143 5
68 12 7
100 158 6
238 64 5
204 241 1
299 65 1
227 102 6
7 117 4
53 69 2
149 66 1
44 24 1
61 22 3
225 37 4
58 144 2
226 92 1
131 44 3
23 42 6
235 238 7
140 104 2
104 180 5
187 84 4
137 180 2
212 220 5
66 247 6
259 151 2
230 139 2
151 149 4
195 263 6
66 19 5
259 172 5
261 48 7
108 29 3
280 118 4
283 105 7
46 49 4
289 296 3
106 95 5
155 123 3
102 13 6
235 85 2
167 43 7
9 257 3
289 67 3
208 252 5
222 26 5
234 177 4
185 280 7
126 260 7
232 3 2
5 46 6
71 271 5
205 275 5
59 66 7
185 203 7
187 144 2
130 64 6
217 292 3
216 246 7
72 170 4
64 220 3
137 59 1
20 289 7
87 60 6
83 127 1
110 26 4
220 181 2
260 205 5
31 241 4
60 251 2
137 144 4
29 216 4
113 293 7
179 269 2
279 96 5
5 196 2
163 131 4
63 269 6
229 99 3
66 92 5
43 258 4
114 190 6
39 246 1
165 87 6
77 90 6
165 274 5
216 181 7
218 261 2
165 201 6
199 273 1
177 237 1
125 56 5
28 168 7
273 116 7
102 220 5
162 81 6
180 52 6
113 146 1
50 288 4
93 27 5
104 56 4
164 116 6
93 101 2
116 161 7
208 272 4
274 113 2
133 232 1
92 175 3
29 239 5
58 171 4
65 236 1
89 150 6
293 214 7
247 34 3
114 289 3
128 271 5
12 79 5
128 181 1
42 232 2
69 64 1
22 106 6
240 214 5
66 15 2
85 90 2
97 155 4
14 33 7
94 61 6
269 31 3
35 223 2
245 178 7
173 60 6
62 73 4
7 100 7
5 75 1
149 59 5
166 282 5
217 258 2
43 41 6
279 187 7
198 247 7
284 285 3
44 214 5
74 54 1
300 91 2
81 245 1
272 187 3
117 211 2
251 216 5
78 16 1
100 77 5
206 119 1
129 219 1
167 298 6
159 119 4
170 96 1
266 237 6
274 262 3
53 143 4
51 297 1
238 282 5
126 74 2
145 81 1
292 123 1
87 44 2
8 134 2
200 230 4
105 294 7
51 89 7
290 164 3
138 81 3
246 281 7
70 34 5
215 91 4
172 232 3
36 148 6
230 290 7
155 115 4
8 94 5
295 114 6
6 5 6
227 120 7
133 25 2
26 248 2
91 238 4
